source_id	ra	dec	pmra	pmdec	parallax
6745714736481954304	290.88214420526754	-32.31599384760769	-7.995331265840004	-1.2884947329111296	1.1865597215868566
6745715045719604736	291.0934798961983	-32.41881277322763	-0.2472823875686485	-0.7236493920143072	0.7498380482752972
6745715870353323008	291.1142739677175	-32.350261869800306	0.8021157327845932	-0.9434109759585874	0.2776336328043988
6745718928370028416	291.20336099393785	-32.22295695425784	9.88631836081472	-9.924561775195139	4.937513861772184
6745720783795904128	290.929130238662	-32.26529794167822	3.6927101649086693	-15.720308864729125	1.903383033569037
6745734355890914688	291.65529731693016	-32.13976328997815	11.205446190265247	5.33789790706688	1.0823159825638884
6745738272902716288	291.5152715222413	-32.078366229875726	0.5213452187762861	-4.307883375298438	0.9972572744914966
6745743048906356096	291.26676050599457	-32.15532469757496	-3.8880796935802295	0.13522249420471324	2.749404886155376
6745754215821298816	291.5616416369289	-31.858704942395647	1.4491005736026454	-4.381321987915874	0.7050535691401022
6745761774963777920	290.8761745595271	-32.27868293454324	4.611322474509105	-6.181586751223678	1.2042425548442481
6745765004779182592	290.6578324507942	-32.2472063245318	-14.137001146710974	-28.441409532550743	4.934920152277716
6745769815142541056	290.92059623972625	-32.11292208775033	48.46060766705167	-34.010577263092735	3.8817692720254913
6745778783034259456	290.63809198040786	-32.15802230490565	23.95737755289991	-7.852977380310868	2.8224263117570803
6745778886113472512	290.679066407595	-32.13428493279524	-14.33429603900847	-46.14588517426306	0.7527958064932179
6745781909770443136	290.53439912873176	-32.07207689760912	-5.919642901731565	-2.4615050087606107	2.793874785337112
6745783490318404352	290.54601855891696	-32.03770068535894	13.66284130488966	-23.487036121454178	3.2386079000981423
6745785448823492352	290.76573667385867	-32.055631829438056	-4.102305521760199	-15.308262725266998	2.2482673394771644
6745791221259525248	290.60831397000896	-31.902578293907023	-2.275639845006885	-3.782099732710677	0.49299505303559105
6745795378787876608	291.084021090706	-32.00769129147372	19.490185159596024	-14.48686916456389	2.0699049648861183
6745797062415048064	291.23274814002156	-31.90772825579586	20.70771123632815	-17.70960913596526	2.72978700088132
6745797509091648512	291.1485882923839	-31.92555420548059	46.866750281379126	-162.7784208290907	13.208606411562721
6745801391742076672	291.15937783107444	-31.8476456848537	-1.7064104818972383	-2.0976845605019645	1.1462219938659624
6745801804058937472	291.0472337890757	-31.852151104300933	4.954645265921214	-24.48300105651493	3.317142389026004
6745802972290045824	291.25189266812947	-31.88782778597849	5.98479547986973	-10.158050051079778	0.9033825219186511
6745811149905728000	291.2673651725275	-31.635527485350917	25.04815712652003	-23.99074547244877	3.634845657240909
6745818468532037888	290.9608386781826	-31.694304920773327	1.3078363310827996	-9.131191219115427	2.428879498429089
6745821079872152832	291.14529786778064	-31.678155691579946	28.63943728523647	9.030831146856686	2.6010401992697854
6745823794289446784	291.1383538083002	-31.60436376495662	1.2901816615199284	1.2786389091893253	1.1663261173007098
6745826062032178560	290.9489550715648	-31.58201012398173	-0.35275002502567687	-1.8048784112392047	0.3080689036896172
6745828845170983296	291.09130484429124	-31.449019824510067	8.19817343448407	-18.279175144246647	2.8728449701420256
6745832796541017472	292.5612755336935	-32.615499342980456	-17.703534874513608	-12.588970812987153	1.5157953903290673
6745835029923986688	292.3903876166339	-32.60755469405007	3.1216025645169143	2.916253698304332	1.8990023298604544
6745850423086771072	292.3905596081138	-32.43618153497264	4.444582484304118	-16.599466528285255	2.113653729422434
6745851144641275136	292.4041045292612	-32.38826170347822	6.427600084799686	-61.47294121535707	3.8792679281617928
6745855783205955840	292.49555711643285	-32.40837942479373	-8.68875486904217	-20.711664484068773	1.038500801518437
6745857329394204160	292.50082768732227	-32.34492295590951	5.962893853985117	-40.77698016177041	3.7664981508303996
6745860112532987904	292.4319837394007	-32.33092585907535	6.047737193293443	-30.671490777662306	2.2979119339803615
6745860731008276352	292.45748018140995	-32.26796001867047	-2.359983382971744	-19.16651911855305	4.133451239829418
6745862345915978624	292.4978698226325	-32.24499879359682	-11.562029492428062	-13.032370358071866	1.8367691225639342
6745862689513381888	292.50232324192467	-32.21147225394023	11.056547914759276	6.604411673504917	1.3378977375167114
6745872275880384640	292.8080225009383	-32.18910563961263	9.731891075068159	-0.28836215779576	0.7913478742168434
6745887565963955328	292.5434011348435	-32.13230999757106	-12.224650680259387	18.230783421689807	4.52791046448269
6745887772131439232	292.5626500173846	-32.09155782274836	111.20577977495354	-37.63255969733048	19.19800759906846
6745889455753364224	292.74087120402095	-31.98153489279002	0.22708345214044057	-8.403538748970236	0.6146809792161055
6745892067093481600	292.810023871115	-32.01142252254808	7.2936612019103695	-8.438635068223473	1.3132099547683906
6745895022030976128	292.93022802538036	-31.876858936796303	2.0180489105923125	-2.4844034072742414	0.359111760704446
6745899901110019200	292.1738341516474	-32.38881276187809	0.8204981361265228	0.5566735514988155	0.012137846679934922
6745901034981384704	292.0759811714501	-32.36369613654193	-6.423859082897344	-2.7501392341898843	0.015626919945248147
6745901516017720704	292.1648514810807	-32.30659153313893	14.456410298000337	2.709904995822331	0.7418277956691628
